"","deviance"
"LOC107994858",55970.725824323
"LOC107994855",63587.1085602746
"LOC107994705",52462.3094569534
"LOC107994929",65314.0421826134
"LOC114577103",569.555041304307
"LOC107994930",7819.25636296157
"LOC107994931",1885.7941114747
"LOC107995017",682.702093664695
"LOC107995018",2915.54343727459
"LOC107994861",57493.26694738
"LOC107994954",46007.0473221857
"LOC107994955",49002.6452457441
"LOC107994961",17292.5422079141
"LOC107994962",24533.7366881881
"LOC107994669",45479.2476579054
"LOC107994938",45164.2193590051
"LOC107994937",47010.9129983848
"LOC114577098",12671.7172336444
"LOC133666791",1567.3620275409
"LOC107994690",53263.5986498469
"LOC107994973",58584.7288699177
"LOC107994974",50439.3113514505
"LOC107994708",27721.3417580906
"LOC107994667",54556.5055012488
